subject,movement,sample_id,detected,nme
46,left snarl,46-left snarl/key frames/46-left snarl_51.jpg,True,0.06325364609642774
66,brow raise,66-brow raise/key frames/66-brow raise_50.jpg,True,0.0627502526415551
98,left eyebrow,98-left eyebrow/key frames/98-left eyebrow_135.jpg,True,0.07032586071582425
31,close smile,31-close smile/key frames/31-close smile_104.jpg,True,0.06567863239538443
51,left smile,51-left smile/key frames/51-left smile_54.jpg,True,0.06014348617908228
7,right smile,7-right smile/key frames/7-right smile_228.jpg,True,0.06478871357981614
36,left wink,36/36-left wink_key frames/36-left wink_66.jpg,True,0.06294537896097309
100,frown,100-frown/key frames/100-frown_49.jpg,True,0.06659984414375072
23,tight eyes closure,23-tight eyes closure/key frames/23-tight eyes closure_85.jpg,True,0.0645022726903803
5,left snarl,5-left snarl/key frames/5-left snarl_9.jpg,True,0.06351795294544049
72,right snarl,72-right snarl/key frames/72-right snarl_165.jpg,True,0.07747867794622432
33,right eyebrow,33-right eyebrow/key frames/33-right eyebrow_321.jpg,True,0.06806820467724416
55,snarl,55-snarl/key frames/55-snarl_63.jpg,True,0.05986533678314005
16,gentle eyes closure,16-gentle eyes closure/key frames/16-gentle eyes closure_150.jpg,True,0.06325149269560346
77,brow raise,77-brow raise/key frames/77-brow raise_196.jpg,True,0.0670644488866637
57,left eyebrow,57-left eyebrow/key frames/57-left eyebrow_124.jpg,True,0.06260817729413991
97,open smile,97-open smile/key frames/97-open smile_30.jpg,True,0.06636984035580863
88,funny,88-funny/key frames/88-funny_25.jpg,True,0.06925317715448684
24,right wink,24-right wink/key frames/24-right wink_1.jpg,True,0.06453661744194425
88,right smile,88-right smile/key frames/88-right smile_1.jpg,True,0.06794508257494657
72,gentle eyes closure,72-gentle eyes closure/key frames/72-gentle eyes closure_101.jpg,True,0.06424663441581872
35,right wink,35-right wink/key frames/32-right wink_24.jpg,True,0.06597112063360816
46,left wink,46-left wink/key frames/46-left wink_12.jpg,True,0.06092957339652699
52,tight eyes closure,52-tight eyes closure/key frames/52-tight eyes closure_18.jpg,True,0.061690205688429194
76,frown,76-frown/key frames/76-frown_1.jpg,True,0.06934211581917134
13,snarl,13/13-snarl_key frames/13-snarl_80.jpg,True,0.06418154192198852
74,left eyebrow,74-left eyebrow/key frames/74-left eyebrow_102.jpg,True,0.0637265747257357
49,left smile,49-left smile/key frames/49-left smile_53.jpg,True,0.06256135868455363
24,open smile,24-open smile/key frames/24-open smile_1.jpg,True,0.060100072920505676
21,close smile,21-close smile/key frames/21-close smile_259.jpg,True,0.057055939601778786
94,funny,94-funny/key frames/94-funny_395.jpg,True,0.06430548149200019
70,left snarl,70-left snarl/key frames/70-left snarl_91.jpg,True,0.05984502261301544
79,right snarl,79-right snarl/key frames/79-right snarl_96.jpg,True,0.05921821556320661
6,brow raise,6-brow raise/key frames/6-brow raise_56.jpg,True,0.061875076335623315
91,right eyebrow,91-right eyebrow/key frames/91-right eyebrow_122.jpg,True,0.060721211976115394
31,funny,31-funny/key frames/31-funny_272.jpg,True,0.06741727057404547
87,right eyebrow,87-right eyebrow/key frames/87-right eyebrow_150.jpg,True,0.06634774587150027
3,right wink,AFLFP/3/3-right wink_105.jpg,True,0.06219561596848601
64,open smile,64-open smile/key frames/64-open smile_60.jpg,True,0.05999903951352795
63,close smile,63-close smile/key frames/63-close smile_95.jpg,True,0.061174361384190495
30,left wink,30-left wink/key frames/30-left wink_78.jpg,True,0.07342161938352469
57,left snarl,57-left snarl/key frames/57-left snarl_28.jpg,True,0.07177809237660168
71,right smile,71-right smile/key frames/71-right smile_21.jpg,True,0.06424474083096604
14,right snarl,14-right snarl/key frames/14-right snarl_186.jpg,True,0.062267176527120334
33,frown,33-frown/key frames/33-frown_1.jpg,True,0.06385042690361212
56,tight eyes closure,56-tight eyes closure/key frames/56-tight eyes closure_84.jpg,True,0.05882462607684892
26,left smile,26-left smile/key frames/26-left smile_392.jpg,True,0.0594394782675782
34,brow raise,34-brow raise/key frames/34-brow raise_205.jpg,True,0.062203126671387485
27,left eyebrow,27-left eyebrow/key frames/27-left eyebrow_160.jpg,True,0.06910374151281302
9,gentle eyes closure,9-gentle eyes closure/key frames/9-gentle eyes closure_122.jpg,True,0.06768776468280001
100,snarl,100-snarl/key frames/100-snarl_60.jpg,True,0.06456397086819118
5,right smile,5-right smile/key frames/5-right smile_80.jpg,True,0.0642130571777246
83,close smile,83-close smile/key frames/83-close smile_114.jpg,True,0.059097462519064475
28,open smile,28-open smile/key frames/28-open smile_1.jpg,True,0.06600029015776782
84,brow raise,84-brow raise/key frames/84-brow raise_10.jpg,True,0.070560270003874
96,gentle eyes closure,96-gentle eyes closure/key frames/96-gentle eyes closure_85.jpg,True,0.059279690958461584
36,left snarl,36/36-left snarl_key frames/36-left snarl_183.jpg,True,0.0626764852100544
81,left smile,81-left smile/key frames/81-left smile_35.jpg,True,0.06444886293900927
47,left eyebrow,47-left eyebrow/key frames/47-left eyebrow_68.jpg,True,0.06006177853695636
4,frown,4-frown/key frames/4-frown_17.jpg,True,0.05559455666801859
29,tight eyes closure,29-tight eyes closure/key frames/29-tight eyes closure_73.jpg,True,0.06519685192630091
22,right snarl,22-right snarl/key frames/22-right snarl_77.jpg,True,0.056085409932191035
73,snarl,73-snarl/key frames/73-snarl_107.jpg,True,0.06408543840605266
41,left wink,41-left wink/key frames/41-left wink_1.jpg,True,0.05998822637539531
80,funny,80-funny/key frames/80-funny_139.jpg,True,0.06477480989734881
32,right eyebrow,32-right eyebrow/key frames/32-right eyebrow_1.jpg,True,0.06477251509445275
82,left wink,82-left wink/key frames/82-left wink_58.jpg,True,0.06247469592261425
23,right wink,23-right wink/key frames/23-right wink_47.jpg,True,0.06189743103588255
8,close smile,8-close smile/key frames/8-close smile_116.jpg,True,0.06580941471650334
17,right snarl,17-right snarl/key frames/17-right snarl_70.jpg,True,0.060817817849113026
77,tight eyes closure,77-tight eyes closure/key frames/77-tight eyes closure_74.jpg,True,0.06197120845545047
97,left smile,97-left smile/key frames/97-left smile_88.jpg,True,0.06205625077945794
86,funny,86-funny/key frames/86-funny_3.jpg,True,0.06679707304567012
59,frown,59-frown/key frames/59-frown_96.jpg,True,0.06544203080507903
37,gentle eyes closure,37-gentle eyes closure/key frames/37-gentle eyes closure_191.jpg,True,0.055710072604652355
25,right smile,25/25-right smile_key frames/25-right smile_1.jpg,True,0.06116739071264823
51,right wink,51-right wink/key frames/51-right wink_15.jpg,True,0.0653559346281866
75,brow raise,75-brow raise/key frames/75-brow raise_30.jpg,True,0.06388693444413693
58,snarl,58-snarl/key frames/58-snarl_102.jpg,True,0.06930492634861686
98,right eyebrow,98-right eyebrow/key frames/98-right eyebrow_109.jpg,True,0.06281215034824394
16,left snarl,16-left snarl/key frames/16-left snarl_150.jpg,True,0.06500073601560181
67,left eyebrow,67-left eyebrow/key frames/67-left eyebrow_74.jpg,True,0.06693512391603557
54,right eyebrow,54-right eyebrow/key frames/54-right eyebrow_234.jpg,True,0.06555756686354464
95,funny,95-funny/key frames/95-funny_2.jpg,True,0.056838784697233545
55,open smile,55-open smile/key frames/55-open smile_80.jpg,True,0.06221693738606059
78,left eyebrow,78-left eyebrow/key frames/78-left eyebrow_96.jpg,True,0.06799168184054505
85,gentle eyes closure,85-gentle eyes closure/key frames/85-gentle eyes closure_1.jpg,True,0.0675491174999188
69,left smile,69-left smile/key frames/69-left smile_83.jpg,True,0.06911057439110077
50,open smile,50-open smile/key frames/50-open smile_79.jpg,True,0.0672850631810318
11,tight eyes closure,11-tight eyes closure/key frames/11-tight eyes closure_46.jpg,True,0.0669943492570479
10,snarl,10-snarl/key frames/10-snarl_153.jpg,True,0.06445041432276398
18,left wink,AFLFP/18/18-left wink_17.jpg,True,0.05235292197500744
12,right smile,12-right smile/key frames/12-right smile_52.jpg,True,0.0602943011414588
92,frown,92-frown/key frames/92-frown_14.jpg,True,0.05992810888943017
66,right wink,66-right wink/key frames/66-right wink_69.jpg,True,0.06644214718167143
53,left snarl,53/53-left snarl_key frames/53-left snarl_90.jpg,True,0.0629327968377252
61,brow raise,61-brow raise/key frames/61-brow raise_28.jpg,True,0.061867477867575744
68,close smile,68-close smile/key frames/68-close smile_130.jpg,True,0.06056098065207097
20,right snarl,20-right snarl/key frames/20-right snarl_75.jpg,True,0.06316706506276393
7,right eyebrow,7-right eyebrow/key frames/7-right eyebrow_1.jpg,True,0.06665342577694475
99,left smile,99-left smile/key frames/99-left smile_1.jpg,True,0.06782664034582406
48,snarl,48-snarl/key frames/48-snarl_73.jpg,True,0.06302955534109032
15,brow raise,15-brow raise/key frames/15-brow raise_5.jpg,True,0.06246676896580247
65,open smile,AFLFP/65/65-open smile_35.jpg,True,0.06292937855056235
19,left eyebrow,19-left eyebrow/key frames/19-left eyebrow_1.jpg,True,0.058718105239505776
1,left wink,1-left wink/key frames/1-left wink_179.jpg,True,0.06567072035885545
62,close smile,62-close smile/key frames/62-close smile_130.jpg,True,0.06055209309049681
50,frown,50-frown/key frames/50-frown_73.jpg,True,0.07043024090632484
16,right smile,16-right smile/key frames/16-right smile_45.jpg,True,0.06853622518972607
41,left snarl,41-left snarl/key frames/41-left snarl_70.jpg,True,0.06284069771790521
33,gentle eyes closure,33-gentle eyes closure/key frames/33-gentle eyes closure_386.jpg,True,0.0709077254922935
78,right snarl,78-right snarl/key frames/78-right snarl_1.jpg,True,0.056313063741438754
22,tight eyes closure,22-tight eyes closure/key frames/22-tight eyes closure_61.jpg,True,0.05610112105283431
21,right wink,21-right wink/key frames/21-right wink_1.jpg,True,0.06041150576078333
32,left smile,32-left smile/key frames/32-left smile_37.jpg,True,0.061035940657640085
6,funny,6-funny/key frames/6-funny_643.jpg,True,0.05926782766680931
54,snarl,54-snarl/key frames/54-snarl_352.jpg,True,0.08088533025611254
18,funny,AFLFP/18/18-funny_170.jpg,True,0.058033145703969786
76,brow raise,76-brow raise/key frames/76-brow raise_1.jpg,True,0.06573211604886028
88,open smile,88-open smile/key frames/88-open smile_63.jpg,True,0.07048228480763684
20,right eyebrow,20-right eyebrow/key frames/20-right eyebrow_77.jpg,True,0.060377570467874266
24,right smile,24-right smile/key frames/24-right smile_34.jpg,True,0.05821259855743866
94,right wink,94-right wink/key frames/94-right wink_18.jpg,True,0.06076548601849478
27,right snarl,27-right snarl/key frames/27-right snarl_85.jpg,True,0.06664790061601253
23,frown,23-frown/key frames/23-frown_100.jpg,True,0.06993720012710397
9,close smile,9-close smile/key frames/9-close smile_106.jpg,True,0.06001977200289212
1,gentle eyes closure,1-gentle eye closure/key frames/1-gentle eye closure_240.jpg,True,0.065759695484054
47,left wink,47-left wink/key frames/47-left wink_255.jpg,True,0.05854257921932858
25,left snarl,25/25-left snarl_key frames/25-left snarl_66.jpg,True,0.07089273957029395
56,left eyebrow,56-left eyebrow/key frames/56-left eyebrow_146.jpg,True,0.06331827097461523
12,left snarl,12-left snarl/key frames/12-left snarl_79.jpg,True,0.058824385643829094
8,tight eyes closure,8-tight eyes closure/key frames/8-tight eyes closure_100.jpg,True,0.06673606070128679
82,gentle eyes closure,82-close eyes gently/key frames/82-close eyes gently_96.jpg,True,0.06388777045033357
91,left eyebrow,91-left eyebrow/key frames/91-left eyebrow_121.jpg,True,0.05861167488095846
51,frown,51-frown/key frames/51-frown_70.jpg,True,0.06277285680815535
49,right wink,49-right wink/key frames/49-right wink_41.jpg,True,0.06539086225382454
85,close smile,85-close smile/key frames/85-close smile_214.jpg,True,0.0664680423274897
57,brow raise,57-brow raise/key frames/57-brow raise_53.jpg,True,0.0655248656118798
69,snarl,69-snarl/key frames/69-snarl_62.jpg,True,0.0695650903949447
13,funny,13/13-funny_key frames/13-funny_42.jpg,True,0.06200956193169403
65,right eyebrow,AFLFP/65/65-right eyebrow_126.jpg,True,0.055362049847687896
52,right smile,52-right smile/key frames/52-right smile_13.jpg,True,0.05807106411289068
87,left smile,87-left smile/key frames/87-left smile_1.jpg,True,0.06765029445991605
81,left wink,81-left wink/key frames/81-left wink_59.jpg,True,0.06901263179090761
73,open smile,73-open smile/key frames/73-open smile_105.jpg,True,0.06370597240693787
95,right snarl,95-right snarl/key frames/95-right snarl_1.jpg,True,0.06553647486202785
70,right eyebrow,70-right eyebrow/key frames/70-right eyebrow_230.jpg,True,0.0568258661708608
97,right snarl,97-right snarl/key frames/97-right snarl_1.jpg,True,0.06409829217618043
75,open smile,75-open smile/key frames/75-open smile_68.jpg,True,0.06700078090318634
59,right smile,59-right smile/key frames/59-right smile_36.jpg,True,0.07054712067820094
86,tight eyes closure,86-tight eyes closure/key frames/86-tight eyes closure_46.jpg,True,0.06412736988308186
72,left smile,72-left smile/key frames/72-left smile_78.jpg,True,0.05994820005989199
34,left snarl,34-left snarl/key frames/34-left snarl_234.jpg,True,0.06258688333312434
99,snarl,99-snarl/key frames/99-snarl_1.jpg,True,0.06192538228120781
26,tight eyes closure,26-tight eyes closure/key frames/26-tight eyes closure_1.jpg,True,0.07092824505430384
58,frown,58-frown/key frames/58-frown_124.jpg,True,0.0655015513931514
63,gentle eyes closure,63-gentle eyes closure/key frames/63-gentle eyes closure_88.jpg,True,0.06274967846337051
7,close smile,7-close smile/key frames/7-close smile_372.jpg,True,0.06813398333712405
19,left wink,19-left wink/key frames/19-left wink_1.jpg,True,0.06311909658854664
98,funny,98-funny/key frames/98-funny_445.jpg,True,0.0689521976537787
61,left eyebrow,61-left eyebrow/key frames/61-left eyebrow_109.jpg,True,0.058693058129844614
77,right wink,77-right wink/key frames/77-right wink_98.jpg,True,0.06849132208848849
71,brow raise,71-brow raise/key frames/71-brow raise_65.jpg,True,0.06341860771474235
28,close smile,28-close smile/key frames/28-close smile_1.jpg,True,0.06284231048535363
53,tight eyes closure,53/53_tight eyes closure_key frames/53-tight eyes closure_100.jpg,True,0.07889174596032598
4,left smile,4-left smile/key frames/4-left smile_42.jpg,True,0.057271624071303165
10,left snarl,10-left snarl/key frames/10-left snarl_313.jpg,True,0.06418441961529965
31,open smile,31-open smile/key frames/31-open smile_51.jpg,True,0.06495714114315233
68,gentle eyes closure,68-gentle eyes closure/key frames/68-gentle eyes closure_49.jpg,True,0.055856896835815954
62,frown,62-frown/key frames/62-frown_92.jpg,True,0.06542324818697735
46,right smile,46-right smile/key frames/46-right smile_25.jpg,True,0.0625914622369793
29,right snarl,29-right snarl/key frames/29-right snarl_52.jpg,True,0.06937924060895023
35,funny,35-funny/key frames/35-funny_144.jpg,True,0.06486830935851177
17,left wink,17-left wink/key frames/17-left wink_29.jpg,True,0.060410013910706925
74,right eyebrow,74-right eyebrow/key frames/74-right eyebrow_53.jpg,True,0.06400364521044848
84,right wink,84-right wink/key frames/84-right wink_1.jpg,True,0.06025682259994107
66,snarl,66-snarl/key frames/66-snarl_31.jpg,True,0.0653380306833288
15,frown,15-frown/key frames/15-frown_2.jpg,True,0.05998315223848436
5,brow raise,5-brow raise/key frames/5-brow raise_109.jpg,True,0.06162909946937459
79,left eyebrow,79-left eyebrow/key frames/79-left eyebrow_18.jpg,True,0.05698338075434959
96,left eyebrow,96-left eyebrow/key frames/96-left eyebrow_1.jpg,True,0.06500429246439947
67,right snarl,67-right snarl/key frames/67-right snarl_70.jpg,True,0.05427406214846274
36,right smile,36/36-right smile_key frames/36-right smile_54.jpg,True,0.06443722464438567
55,gentle eyes closure,55-gentle eyes closure/key frames/55-gentle eyes closure_73.jpg,True,0.0591090777114507
64,left smile,64-left smile/key frames/64-left smile_100.jpg,True,0.05751075875947473
48,right eyebrow,48-right eyebrow/key frames/48-right eyebrow_65.jpg,True,0.0683208653022092
100,right wink,100-right wink/key frames/100-right wink_70.jpg,True,0.06403298077503446
92,snarl,92-snarl/key frames/92-snarl_24.jpg,True,0.05797691859967083
11,left snarl,11-left snarl/key frames/11-left snarl_122.jpg,True,0.06250264042446325
83,brow raise,83-brow raise/key frames/83-brow raise_1.jpg,True,0.06055170135229636
3,left wink,AFLFP/3/3-left wink_268.jpg,True,0.06251283018008985
14,funny,14-funny/key frames/14-funny_1.jpg,True,0.06315037200549801
37,open smile,37-open smile/key frames/37-open smile_1.jpg,True,0.057487010984237724
80,tight eyes closure,80-tight eyes closure/key frames/80-tight eyes closure_62.jpg,True,0.06432106758401081
30,close smile,30-close smile/key frames/30-close smile_58.jpg,True,0.06317027795996275
51,right eyebrow,51-right eyebrow/key frames/51-right eyebrow_97.jpg,True,0.0640739779142236
22,right smile,22-right smile/key frames/22-right smile_58.jpg,True,0.06309941508113452
24,left wink,24-left wink/key frames/24-left wink_84.jpg,True,0.05783994857282211
16,frown,16-frown/key frames/16-frown_1.jpg,True,0.06322781145172716
10,open smile,10-open smile/key frames/10-open smile_1.jpg,True,0.06268277014894222
23,left smile,23-left smile/key frames/23-left smile_167.jpg,True,0.06912773374283447
83,gentle eyes closure,83-gentle eyes closure/key frames/83-gentle eyes closure_103.jpg,True,0.06260799840106025
71,left eyebrow,71-left eyebrow/key frames/71-left eyebrow_151.jpg,True,0.0642991576074164
86,right snarl,86-right snarl/key frames/86-right snarl_77.jpg,True,0.07000191524156121
25,right wink,25/25-right wink_key frames/25-right wink_48.jpg,True,0.061969611422136896
68,brow raise,68-brow raise/key frames/68-brow raise_67.jpg,True,0.05313971507756148
92,close smile,92-gentle smile/key frames/92-gentle smile_96.jpg,True,0.05876561248589192
99,funny,99-funny/key frames/99-funny_55.jpg,True,0.06393646403452617
6,tight eyes closure,6-tight eyes closure/key frames/6-tight eyes closure_64.jpg,True,0.06171528244666225
66,left snarl,66-left snarl/key frames/66-left snarl_85.jpg,True,0.06621634308520429
7,snarl,7-snarl/key frames/7-snarl_240.jpg,True,0.06564838815167821
37,right snarl,37-right snarl/key frames/37-right snarl_1.jpg,True,0.06237379498277674
4,tight eyes closure,4-tight eyes closure/key frames/4-tight eyes closure_41.jpg,True,0.057235533274554225
56,right smile,56-right smile/key frames/56-right smile_110.jpg,True,0.05790385709922013
61,close smile,61-close smile/key frames/61-close smile_232.jpg,True,0.06415203013313348
94,left smile,94-left smile/key frames/94-left smile_94.jpg,True,0.06614225799744898
46,snarl,46-snarl/key frames/46-snarl_28.jpg,True,0.07000741499580253
21,right eyebrow,21-right eyebrow/key frames/21-right eyebrow_1.jpg,True,0.06339808670040065
88,gentle eyes closure,88-gentle eyes closure/key frames/88-gentle eyes closure_13.jpg,True,0.07302383951362285
9,left eyebrow,9-left eyebrow/key frames/9-left eyebrow_101.jpg,True,0.06155926501370718
12,frown,12-frown/key frames/12-frown_1.jpg,True,0.0629032951189042
78,open smile,78-open smile/key frames/78-open smile_1.jpg,True,0.06334378670607688
36,right wink,36/36-right wink_key frames/36-right wink_10.jpg,True,0.05991291946523773
8,left snarl,8-left snarl/key frames/8-left snarl_40.jpg,True,0.06387530072699654
81,funny,81-funny/key frames/81-funny_111.jpg,True,0.06914626830758007
98,left wink,98-left wink/key frames/98-left wink_80.jpg,True,0.06764689343416755
59,left snarl,59-left snarl/key frames/59-left snarl_73.jpg,True,0.06324003283956188
67,brow raise,67-brow raise/key frames/67-brow raise_38.jpg,True,0.06351057284330139
54,left eyebrow,54-left eyebrow/key frames/54-left eyebrow_1.jpg,True,0.06509549479831496
5,close smile,5-close smile/key frames/5-close smile_118.jpg,True,0.0634853826171935
53,brow raise,53/53-brow raise_key frames/53-brow raise_10.jpg,True,0.06007778177094069
57,right eyebrow,57-right eyebrow/key frames/57-right eyebrow_91.jpg,True,0.06134306557675762
63,right snarl,63-right snarl/key frames/63-right snarl_50.jpg,True,0.06032084075047726
72,snarl,72-snarl/key frames/72-snarl_117.jpg,True,0.06446883530798046
13,open smile,13/13-open smile_key frames/13-open smile_33.jpg,True,0.06367982770602945
41,left smile,41-left smile/key frames/41-left smile_63.jpg,True,0.06400216882243961
58,gentle eyes closure,58-gentle eyes closure/key frames/58-gentle eyes closure_51.jpg,True,0.06676338250025803
62,left wink,62-left wink/key frames/62-left wink_19.jpg,True,0.06241871197387625
33,right smile,33-right smile/key frames/33-right smile_1.jpg,True,0.06996230539673444
15,right wink,15-right wink/key frames/15-right wink_90.jpg,True,0.060029039785886744
32,frown,32-frown/key frames/32-frown_106.jpg,True,0.06223252844488072
100,tight eyes closure,100-tight eyes closure/key frames/100-tight eyes closure_67.jpg,True,0.06738891438412198
75,funny,75-funny/key frames/75-funny_1283.jpg,True,0.05898143232624593
28,left smile,28-left smile/key frames/28-left smile_80.jpg,True,0.06448242620543744
52,gentle eyes closure,52-gentle eyes closure/key frames/52-gentle eyes closure_67.jpg,True,0.0574611613909736
91,brow raise,91-brow raise/key frames/91-brow raise_13.jpg,True,0.060231190178373355
87,right smile,87-right smile/key frames/87-right smile_80.jpg,True,0.06814898705449991
26,open smile,26-open smile/key frames/26-open smile_379.jpg,True,0.06420860931619529
11,close smile,11-close smile/key frames/11-close smile_135.jpg,True,0.06569312992541608
27,snarl,27-snarl/key frames/27-snarl_129.jpg,True,0.06575385763282279
77,right eyebrow,77-right eyebrow/key frames/77-right eyebrow_84.jpg,True,0.0710873916791792
76,right wink,76-right wink/key frames/76-right wink_390.jpg,True,0.06271112589717857
29,funny,29-funny/key frames/29-funny_9.jpg,True,0.07056740963841351
65,left snarl,AFLFP/65/65-left snarl_100.jpg,True,0.06179772530922825
70,right snarl,70-right snarl/key frames/70-right snarl_60.jpg,True,0.06009887313417886
49,left wink,49-left wink/key frames/49-left wink_76.jpg,True,0.061859212204213705
80,frown,80-frown/key frames/80-frown_110.jpg,True,0.062386587194546594
64,funny,64-funny/key frames/64-funny_650.jpg,True,0.062436651413992406
30,left eyebrow,30-left eyebrow/key frames/30-left eyebrow_39.jpg,True,0.06919003009199469
20,right smile,20-right smile/key frames/20-right smile_46.jpg,True,0.06120427614771635
79,tight eyes closure,79-tight eyes closure/key frames/79-tight eyes closure_54.jpg,True,0.060725863769835006
19,right snarl,19-right snarl/key frames/19-right snarl_57.jpg,True,0.06704927932146533
47,gentle eyes closure,47-gentle eyes closure/key frames/47-gentle eyes closure_398.jpg,True,0.05814917430469495
31,snarl,31-snarl/key frames/31-snarl_52.jpg,True,0.07053539922966469
74,frown,74-frown/key frames/74-frown_115.jpg,True,0.06877162752380564
95,left snarl,95-left snarl/key frames/95-left snarl_77.jpg,True,0.06136550110510079
97,left wink,97-left wink/key frames/97-left wink_130.jpg,True,0.06770612097902604
3,close smile,AFLFP/3/3-close smile_293.jpg,True,0.06253944208013484
69,tight eyes closure,69-tight eyes closure/key frames/69-tight eyes closure_59.jpg,True,0.07146976011815363
34,right eyebrow,34-right eyebrow/key frames/34-right eyebrow_374.jpg,True,0.06411887035638965
14,left eyebrow,14-left eyebrow/key frames/14-left eyebrow_1.jpg,True,0.0631277376740591
35,left smile,35-left smile/key frames/35-left smile_76.jpg,True,0.06537701643400795
17,brow raise,17-brow raise/key frames/17-brow raise_72.jpg,True,0.05671818615711236
82,open smile,82-open smile/key frames/82-open smile_1.jpg,True,0.059942477788675605
73,right wink,73-right wink/key frames/73-right wink_94.jpg,True,0.06402976656944576
18,right eyebrow,AFLFP/18/18-right eyebrow_78.jpg,True,0.07149825377095213
84,tight eyes closure,84-tight eyes closure/key frames/84-tight eyes closure_29.jpg,True,0.07002194468686068
96,right smile,96-right smile/key frames/96-right smile_1.jpg,True,0.06371867222937724
1,right snarl,1-right snarl/key frames/1-right snarl_289.jpg,True,0.06774374706233474
85,frown,85-frown/key frames/85-frown_1.jpg,True,0.06156106185437171
50,left snarl,50-left snarl/key frames/50-left snarl_74.jpg,True,0.07366827886019457
55,right wink,55-right wink/key frames/55-right wink_50.jpg,True,0.06180946813554623
48,brow raise,48-brow raise/key frames/48-brow raise_67.jpg,True,0.06448042949350179
70,open smile,70-open smile/key frames/70-open smile_46.jpg,True,0.06421244084742665
84,snarl,84-snarl/key frames/84-snarl_63.jpg,True,0.0626492296102207
33,left eyebrow,33-left eyrbrow/key frames/33-left eyrbrow_1.jpg,True,0.06761763350781737
8,left wink,8-left wink/key frames/8-left wink_4.jpg,True,0.06333089960172592
32,gentle eyes closure,32-gentle eyes closure/key frames/32-gentle eyes closure_216.jpg,True,0.06312993616835852
57,funny,57-funny/key frames/57-funny_53.jpg,True,0.06972081166045031
76,left smile,76-left smile/key frames/76-left smile_1.jpg,True,0.06994857223996195
10,close smile,10-close smile/key frames/10-close smile_1.jpg,True,0.062027539731678384
23,left eyebrow,23-left eyebrow/key frames/23-left eyebrow_199.jpg,True,0.06499677352148149
53,right wink,53/53-right wink_key frames/53-right wink_10.jpg,True,0.06050420511346218
61,right eyebrow,61-right eyebrow/key frames/61-right eyebrow_75.jpg,True,0.05990308775291686
100,funny,100-funny/key frames/100-funny_86.jpg,True,0.06744220506477551
67,gentle eyes closure,67-gentle eyes closure/key frames/67-gentle eyes closure_73.jpg,True,0.06662756067597667
21,left smile,21-left smile/key frames/21-left smile_49.jpg,True,0.05840780968689995
62,brow raise,62-brow raise/key frames/62-brow raise_1.jpg,True,0.06489781684447471
26,right smile,26-right smile/key frames/26-right smile_328.jpg,True,0.06659579495192366
18,tight eyes closure,AFLFP/18/18-tight eyes closure_102.jpg,True,0.061485713403798915
95,left wink,95-left wink/key frames/95-left wink_110.jpg,True,0.06342501699867314
66,open smile,66-open smile/key frames/66-open smile_34.jpg,True,0.06586823581084371
79,frown,79-frown/key frames/79-frown_82.jpg,True,0.06634957125150336
74,snarl,74-snarl/key frames/74-snarl_1.jpg,True,0.06386764473002349
64,right snarl,64-right snarl/key frames/64-right snarl_1.jpg,True,0.0623984090408578
47,left snarl,47-left snarl/key frames/47-left snarl_212.jpg,True,0.05413414399576088
16,close smile,16-close smile/key frames/16-close smile_142.jpg,True,0.0673199317071588
87,frown,87-frown/key frames/87-frown_140.jpg,True,0.06514913715438418
49,gentle eyes closure,49-gentle eyes closure/key frames/49-gentle eyes closure_114.jpg,True,0.06288738431529642
77,right smile,77-right smile/key frames/77-right smile_63.jpg,True,0.06267315503416541
78,tight eyes closure,78-tight eyes closure/key frames/78-tight eyes closure_1.jpg,True,0.05944707461746528
63,open smile,63-open smile/key frames/63-open smile_10.jpg,True,0.059910129579658154
59,snarl,59-tight eyes closure/key frames/59-snarl_67.jpg,True,0.06425285258295095
92,right snarl,92-right snarl/key frames/92-right snarl_66.jpg,True,0.06216996778859938
31,right wink,31-right wink/key frames/31-right wink_54.jpg,True,0.06584942767980052
98,close smile,98-close smile/key frames/98-close smile_66.jpg,True,0.06802362479876133
11,brow raise,11-brow raise/key frames/11-brow raise_123.jpg,True,0.06603714005778742
82,left eyebrow,82-left eyebrow/key frames/82-left eyebrow_122.jpg,True,0.06191190994601746
27,left smile,27-left smile/key frames/27-left smile_77.jpg,True,0.06773232548848584
14,left snarl,14-left snarl/key frames/14-left snarl_184.jpg,True,0.061246948597278215
55,left wink,55-left wink/key frames/55-left wink_17.jpg,True,0.062354044451168225
35,right eyebrow,35-right eyebrow/key frames/35-right eyebrow_95.jpg,True,0.063234135685233
9,right eyebrow,9-right eyebrow/key frames/9-right eyebrow_105.jpg,True,0.06529114196634137
99,gentle eyes closure,99-gentle eyes closure/key frames/99-gentle eyes closure_1.jpg,True,0.06382748675891649
24,funny,24-funny/key frames/24-funny_126.jpg,True,0.05850504399647085
94,tight eyes closure,94-tight eyes closure/key frames/94-tight eyes closure_57.jpg,True,0.06411299313732567
80,left snarl,80-left snarl/key frames/80-left snarl_88.jpg,True,0.06573386602136147
86,right wink,86-right wink/key frames/86-right wink_91.jpg,True,0.06319441765674427
71,frown,71-frown/key frames/71-frown_163.jpg,True,0.06612321318999673
15,snarl,15-snarl/key frames/15-snarl_203.jpg,True,0.06373714508593105
85,left wink,85-left wink/key frames/85-left wink_1.jpg,True,0.06233042716825415
20,close smile,20-close smile/key frames/20-close smile_93.jpg,True,0.056686557184096056
